Fiscal Year,Agency Code,Agency Name,Unit Code,Unit Name,Program Code,Program Name,Subprogram Code,Subprogram Name,Object Code,Object Name,Comptroller Subobject Code,Comptroller Subobject Name,Agency Subobject Code,Agency Subobject Name,Fund Type Name,Budget,Organization Code,Category,Category Title
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,808,Equip Rental(Other Than Data Processing),808,EQUIP RENTAL(OTHER THAN DATA PROCESSING),Current Unrestricted Funds,"323,370",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,808,Equip Rental(Other Than Data Processing),808,EQUIP RENTAL(OTHER THAN DATA PROCESSING),Current Restricted Funds,"1,950,677",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,809,Equipment Repairs and Maintenance,809,EQUIPMENT REPAIRS AND MAINTENANCE,Current Unrestricted Funds,"1,597,554",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,809,Equipment Repairs and Maintenance,809,EQUIPMENT REPAIRS AND MAINTENANCE,Current Restricted Funds,"976,926",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,811,Food Services,811,FOOD SERVICES,Current Unrestricted Funds,"522,840",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,811,Food Services,811,FOOD SERVICES,Current Restricted Funds,"610,838",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,816,Housekeeping,816,HOUSEKEEPING,Current Unrestricted Funds,"74,472",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,821,Management Studies and Consultants,821,Management Studies and Consultants,Current Unrestricted Funds,"726,878",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,821,Management Studies and Consultants,821,Management Studies and Consultants,Current Restricted Funds,"1,185,758",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,890,Data Processing Microfilm/Microfiching,890,Data Processing Microfilm/Microfiching,Current Unrestricted Funds,"279,369",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,890,Data Processing Microfilm/Microfiching,890,Data Processing Microfilm/Microfiching,Current Restricted Funds,"5,645,241",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,891,Data Processing Freight,891,Data Processing Freight,Current Unrestricted Funds,"624,082",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,891,Data Processing Freight,891,Data Processing Freight,Current Restricted Funds,"73,945",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,899,Other Contractual Services-Non DP,899,OTHER CONTRACTUAL SERVICES-NON DP,Current Unrestricted Funds,"17,361,140",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,8,Contractual Services,899,Other Contractual Services-Non DP,899,OTHER CONTRACTUAL SERVICES-NON DP,Current Restricted Funds,"121,716,794",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,901,Agriculture,901,AGRICULTURE,Current Unrestricted Funds,"532,259",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,901,Agriculture,901,AGRICULTURE,Current Restricted Funds,"323,063",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,902,Office Supplies,902,Office Supplies,Current Unrestricted Funds,"1,723,621",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,902,Office Supplies,902,Office Supplies,Current Restricted Funds,"1,068,043",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,904,Building and Household,904,BUILDING AND HOUSEHOLD,Current Unrestricted Funds,"269,088",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,904,Building and Household,904,BUILDING AND HOUSEHOLD,Current Restricted Funds,"93,165",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,906,Laboratory,906,LABORATORY,Current Unrestricted Funds,"4,886,590",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,906,Laboratory,906,LABORATORY,Current Restricted Funds,"10,428,121",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,908,Housekeeping,908,HOUSEKEEPING,Current Unrestricted Funds,"2,754",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,908,Housekeeping,908,HOUSEKEEPING,Current Restricted Funds,284,R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,911,"Medicine, Drugs and Chemicals",911,"Medicine, Drugs and Chemicals",Current Unrestricted Funds,"344,050",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,911,"Medicine, Drugs and Chemicals",911,"Medicine, Drugs and Chemicals",Current Restricted Funds,"2,127,137",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,914,Instructional Supplies,914,INSTRUCTIONAL SUPPLIES,Current Unrestricted Funds,"198,068",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,914,Instructional Supplies,914,INSTRUCTIONAL SUPPLIES,Current Restricted Funds,"521,902",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,990,Data Processing Academic/Research,990,Data Processing Academic/Research,Current Unrestricted Funds,"83,719",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,990,Data Processing Academic/Research,990,Data Processing Academic/Research,Current Restricted Funds,"210,531",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,991,Data Processing,991,DATA PROCESSING,Current Unrestricted Funds,"32,469",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,991,Data Processing,991,DATA PROCESSING,Current Restricted Funds,"45,365",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,999,Other Supplies and Materials,999,OTHER SUPPLIES AND MATERIALS,Current Unrestricted Funds,"3,595,265",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,9,Supplies and Materials,999,Other Supplies and Materials,999,OTHER SUPPLIES AND MATERIALS,Current Restricted Funds,"9,132,890",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,11,Equipment - Additional,1102,Audio-Visual Equipment,1102,AUDIO-VISUAL EQUIPMENT,Current Unrestricted Funds,"35,044",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,11,Equipment - Additional,1107,Educational Equipment,1107,EDUCATIONAL EQUIPMENT,Current Unrestricted Funds,"5,590,000",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,11,Equipment - Additional,1107,Educational Equipment,1107,EDUCATIONAL EQUIPMENT,Current Restricted Funds,"11,246,434",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,11,Equipment - Additional,1110,Laboratory Equipment,1110,LABORATORY EQUIPMENT,Current Unrestricted Funds,"2,000",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,11,Equipment - Additional,1110,Laboratory Equipment,1110,LABORATORY EQUIPMENT,Current Restricted Funds,"2,414,366",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,11,Equipment - Additional,1113,Maintenance and Building Equipment,1113,Maintenance and Building Equipment,Current Unrestricted Funds,"9,000",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,11,Equipment - Additional,1115,Office Equipment,1115,OFFICE EQUIPMENT,Current Unrestricted Funds,"2,500",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,11,Equipment - Additional,1190,Data Processing-Academic Research,1190,Data Processing-Academic Research,Current Unrestricted Funds,"770,643",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,11,Equipment - Additional,1190,Data Processing-Academic Research,1190,Data Processing-Academic Research,Current Restricted Funds,"4,907,609",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,11,Equipment - Additional,1191,Data Processing-Administrative,1191,Data Processing-Administrative,Current Unrestricted Funds,"304,348",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,11,Equipment - Additional,1199,Other Equipment,1199,OTHER EQUIPMENT,Current Unrestricted Funds,"144,180",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,11,Equipment - Additional,1199,Other Equipment,1199,OTHER EQUIPMENT,Current Restricted Funds,"2,806,976",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,12,"Grants, Subsidies, and Contributions",1204,Educational Grants,1204,EDUCATIONAL GRANTS,Current Unrestricted Funds,"1,098,660",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,12,"Grants, Subsidies, and Contributions",1204,Educational Grants,1204,EDUCATIONAL GRANTS,Current Restricted Funds,"831,439",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,12,"Grants, Subsidies, and Contributions",1299,"Other Grants, Subsidies and Contributions",1299,"Other Grants, Subsidies and Contributions",Current Unrestricted Funds,"2,663,543",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,12,"Grants, Subsidies, and Contributions",1299,"Other Grants, Subsidies and Contributions",1299,"Other Grants, Subsidies and Contributions",Current Restricted Funds,"1,489,874",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,13,Fixed Charges,1301,Rent (Non-DGS),1301,RENT (NON-DGS),Current Unrestricted Funds,"3,624,316",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,13,Fixed Charges,1301,Rent (Non-DGS),1301,RENT (NON-DGS),Current Restricted Funds,"1,307,554",R30_B22_02,3,Higher Education
2026,R30,University System of Maryland,B22,"University of Maryland, College Park Campus",2,Research,0,Research,13,Fixed Charges,1302,Insurance Coverage Paid To STO,1302,Insurance Coverage Paid To STO,Current Unrestricted Funds,"3,602,871",R30_B22_02,3,Higher Education
